,ISSN,Issn,Title,CiteScore,SNIP,SJR,H index,IF,"Eigen Factor
Score",Scopus_Quartile,SJR Quartile,HJRS Category,JPI,Medallion,HEC Recognized?,Scopus_Subject_Category,SCimago_Categories,SCimago_Areas,WoS_Category,HJRS_Subject_Category,ESA_Index,ESA_Index_Imputed,ESA_Quartile,ESA_Quartile_Imputed,ranked_ESA_Index,ranked_ESA_Index_Imputed
703,,18826679,ipsj transactions on bioinformatics,1.1,0.181,0.183,4.0,0.0,0.0,PQ3,JQ4,Y,9,Null,Yes,Computer Science Applications,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Computer Science Applications (Q4)","Biochemistry, Genetics and Molecular Biology; Computer Science",,Computer Science Applications,0.0166666666666666,0.0233333333333333,ESA_Q4,ESAImp_Q4,701.5,725.5
704,,21853762,sisal journal,0.6,0.219,0.223,5.0,0.0,0.0,PQ2,JQ4,Y,7,Null,Yes,Computer Science Applications,Linguistics and Language (Q2); Education (Q3); Computer Science Applications (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.0166666666666666,0.0216666666666666,ESA_Q4,ESAImp_Q4,701.5,730.5
705,,8169020,australian educational computing,0.6,0.067,0.122,16.0,0.0,0.0,PQ4,JQ4,Y,6,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Education (Q4); E-learning (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.0166666666666666,0.0333333333333333,ESA_Q4,ESAImp_Q4,701.5,671.5
706,,19833652,texto livre,0.6,0.177,0.139,6.0,0.0,0.0,PQ2,JQ4,Y,5,Null,Yes,Computer Science Applications,Communication (Q3); Linguistics and Language (Q3); Computer Science Applications (Q4); Education (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.015,0.02,ESA_Q4,ESAImp_Q4,708.5,734.5
707,,19918755,wseas transactions on computer research,0.0,0.63,0.0,8.0,0.0,0.0,,-,,,,,Computer Science Applications,Computer Science Applications; Computer Science (miscellaneous); Electrical and Electronic Engineering; Engineering (miscellaneous),Computer Science; Engineering,,,0.015,0.015,ESA_Q4,ESAImp_Q4,708.5,744.0
708,,"23221437, 23452773",journal of information systems and telecommunication,0.6,0.192,0.16,8.0,0.0,0.0,PQ4,JQ4,Y,7,Null,Yes,Computer Science Applications,Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4),Computer Science,,Computer Science Applications,0.015,0.0316666666666666,ESA_Q4,ESAImp_Q4,708.5,684.5
709,,25869159,asean engineering journal,0.5,0.296,0.134,5.0,0.0,0.0,PQ4,JQ4,Y,5,Null,Yes,Computer Science Applications,Chemical Engineering (miscellaneous) (Q4); Computer Science Applications (Q4); Energy Engineering and Power Technology (Q4); Engineering (miscellaneous) (Q4); Environmental Engineering (Q4); Geotechnical Engineering and Engineering Geology (Q4),Chemical Engineering; Computer Science; Earth and Planetary Sciences; Energy; Engineering; Environmental Science,,Computer Science Applications,0.015,0.0316666666666666,ESA_Q4,ESAImp_Q4,708.5,684.5
710,,,frontiers in virtual reality,0.0,0.81,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.015,0.015,ESA_Q4,ESAImp_Q4,714.0,748.5
711,,,edutec,0.0,0.829,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.015,0.015,ESA_Q4,ESAImp_Q4,714.0,748.5
712,,,"modelling, measurement and control b",0.0,0.802,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.015,0.015,ESA_Q4,ESAImp_Q4,714.0,748.5
713,,26663783,digital geography and society,0.6,0.496,0.0,4.0,0.0,0.0,PQ3,-,Y,1,Null,Yes,Computer Science Applications,"Computer Science Applications; Development; Geography, Planning and Development; Information Systems; Social Sciences (miscellaneous)",Computer Science; Social Sciences,,Computer Science Applications,0.015,0.0216666666666666,ESA_Q4,ESAImp_Q4,714.0,730.5
714,,23795980,ledger,0.5,0.295,0.162,3.0,0.0,0.0,PQ4,JQ4,Y,6,Null,Yes,Computer Science Applications,"Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Software (Q4)","Computer Science; Economics, Econometrics and Finance",,Computer Science Applications,0.015,0.0316666666666666,ESA_Q4,ESAImp_Q4,714.0,684.5
715,,,forecasting,0.0,0.763,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.015,0.015,ESA_Q4,ESAImp_Q4,714.0,748.5
716,,26663074,international journal of cognitive computing in engineering,0.0,0.49,0.0,9.0,0.0,0.0,,-,,,,,Computer Science Applications,Computer Science Applications; Engineering (miscellaneous); Information Systems; Information Systems and Management,Computer Science; Decision Sciences; Engineering,,,0.015,0.015,ESA_Q4,ESAImp_Q4,714.0,748.5
717,,24523666,research data journal for the humanities and social sciences,0.5,0.266,0.102,2.0,0.0,0.0,PQ2,JQ4,Y,5,Null,Yes,Computer Science Applications,Arts and Humanities (miscellaneous) (Q4); Computer Science Applications (Q4); Social Sciences (miscellaneous) (Q4),Arts and Humanities; Computer Science; Social Sciences,,Computer Science Applications,0.0133333333333333,0.0183333333333333,ESA_Q4,ESAImp_Q4,721.0,737.5
718,,"20778767, 20777973",international journal of systematic innovation,0.3,0.23,0.132,6.0,0.0,0.0,PQ4,-,,,,,Computer Science Applications,Artificial Intelligence (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4),"Business, Management and Accounting; Computer Science; Decision Sciences",,,0.0133333333333333,0.0549999999999999,ESA_Q4,ESAImp_Q3,721.0,512.5
719,,26622556,operations research forum,0.4,0.433,0.0,6.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,"Applied Mathematics; Computer Science Applications; Control and Optimization; Economics, Econometrics and Finance (miscellaneous)","Computer Science; Economics, Econometrics and Finance; Mathematics",,Computer Science Applications,0.0133333333333333,0.0549999999999999,ESA_Q4,ESAImp_Q3,721.0,512.5
720,,"21576203, 21585571",algorithmic finance,0.6,0.126,0.103,10.0,0.0,0.0,PQ4,JQ4,Y,3,Null,Yes,Computer Science Applications,Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Finance (Q4),"Computer Science; Economics, Econometrics and Finance; Mathematics",,Computer Science Applications,0.0133333333333333,0.03,ESA_Q4,ESAImp_Q4,721.0,694.0
721,,26877813,ieee open journal of intelligent transportation systems,0.0,0.515,0.0,7.0,0.0,0.0,,-,Y,1,Null,Yes,Computer Science Applications,Automotive Engineering; Computer Science Applications; Mechanical Engineering,Computer Science; Engineering,,Computer Science Applications,0.0133333333333333,0.0133333333333333,ESA_Q4,ESAImp_Q4,721.0,753.5
722,,23659033,international journal on magnetic particle imaging,0.7,0.171,0.174,4.0,0.0,0.0,PQ4,JQ4,Y,5,Null,Yes,Computer Science Applications,"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Signal Processing (Q4)",Computer Science; Engineering; Materials Science; Medicine,,Computer Science Applications,0.0133333333333333,0.03,ESA_Q4,ESAImp_Q4,721.0,694.0
723,,24100218,eai endorsed transactions on industrial networks and intelligent systems,0.3,0.33,0.0,10.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Networks and Communications; Computer Science Applications; Control and Systems Engineering; Information Systems,Computer Science; Engineering,,Computer Science Applications,0.0133333333333333,0.0549999999999999,ESA_Q4,ESAImp_Q3,721.0,512.5
724,,"16469798, 21830088",journal of science and technology of the arts,0.5,0.124,0.125,5.0,0.0,0.0,PQ1,JQ4,Y,4,Null,Yes,Computer Science Applications,Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3); Conservation (Q3); Music (Q3); Computer Science Applications (Q4),Arts and Humanities; Computer Science,,Computer Science Applications,0.0116666666666666,0.0166666666666666,ESA_Q4,ESAImp_Q4,728.0,742.0
725,,"16798171, 22378960",brazilian journal of operations and production management,0.6,0.239,0.0,8.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Science Applications; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Management Science and Operations Research; Strategy and Management,"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering",,Computer Science Applications,0.0116666666666666,0.0533333333333333,ESA_Q4,ESAImp_Q3,728.0,519.0
726,,25780727,advanced control for applications: engineering and industrial systems,0.0,0.44,0.0,6.0,0.0,0.0,,-,,,,,Computer Science Applications,Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Control and Systems Engineering; Energy (miscellaneous); Modeling and Simulation; Signal Processing,Computer Science; Energy; Engineering; Mathematics,,,0.0116666666666666,0.0116666666666666,ESA_Q4,ESAImp_Q4,728.0,755.0
727,,"23272686, 23270144",international journal of technologies in learning,0.2,0.062,0.137,5.0,0.0,0.0,PQ4,JQ4,Y,4,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Education (Q4); E-learning (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.0116666666666666,0.0283333333333333,ESA_Q4,ESAImp_Q4,728.0,704.0
728,,1477965X,technoetic arts,0.3,0.173,0.113,5.0,0.0,0.0,PQ2,JQ4,Y,4,Null,Yes,Computer Science Applications,Visual Arts and Performing Arts (Q2); Philosophy (Q3); Computer Science Applications (Q4); Human-Computer Interaction (Q4),Arts and Humanities; Computer Science,,Computer Science Applications,0.0116666666666666,0.0166666666666666,ESA_Q4,ESAImp_Q4,728.0,742.0
729,,9729038,international journal of computer science and applications,0.1,0.0,0.105,18.0,0.0,0.0,PQ4,JQ4,Y,4,Null,Yes,Computer Science Applications,Computer Science Applications (Q4),Computer Science,,Computer Science Applications,0.0116666666666666,0.0283333333333333,ESA_Q4,ESAImp_Q4,728.0,704.0
730,,13426907,kyokai joho imeji zasshi/journal of the institute of image information and television engineers,0.1,0.054,0.1,12.0,0.0,0.0,PQ4,JQ4,Y,4,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Media Technology (Q4),Computer Science; Engineering,,Computer Science Applications,0.0116666666666666,0.0283333333333333,ESA_Q4,ESAImp_Q4,728.0,704.0
731,,"24753718, 24753742",cutter business technology journal,0.0,0.226,0.15,4.0,0.0,0.0,,JQ4,Y,4,Null,Yes,Computer Science Applications,Business and International Management (Q4); Computer Science Applications (Q4); Management of Technology and Innovation (Q4); Software (Q4); Strategy and Management (Q4),"Business, Management and Accounting; Computer Science",,Computer Science Applications,0.0116666666666666,0.0183333333333333,ESA_Q4,ESAImp_Q4,733.0,739.5
732,0161-1194,,cryptologia,0.0,0.0,0.0,0.0,0.68,0.00015,,,,,,,Computer Science Applications,,,HISTORY & PHILOSOPHY OF SCIENCE,,0.0116666666666666,0.005,ESA_Q4,ESAImp_Q4,733.0,776.5
733,,1949260X,journal of technology and chinese language teaching,0.3,0.265,0.117,3.0,0.0,0.0,PQ3,JQ4,Y,4,Null,Yes,Computer Science Applications,Linguistics and Language (Q3); Computer Science Applications (Q4); Education (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.0116666666666666,0.0183333333333333,ESA_Q4,ESAImp_Q4,733.0,739.5
734,,,journal of mechanical engineering research and developments,0.0,0.495,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.01,0.01,ESA_Q4,ESAImp_Q4,736.5,761.5
735,,26924366,telemedicine reports,0.0,0.383,0.0,5.0,0.0,0.0,,-,,,,,Computer Science Applications,Computer Science Applications; Health Informatics; Medicine (miscellaneous),Computer Science; Medicine,,,0.01,0.01,ESA_Q4,ESAImp_Q4,736.5,761.5
736,,10241752,journal of mechanical engineering research and developments (discontinued),0.0,0.0,0.0,19.0,0.0,0.0,,-,,,,,,Computational Mechanics; Computer Science Applications; Mechanical Engineering; Physics and Astronomy (miscellaneous),Computer Science; Engineering; Physics and Astronomy,,,0.01,0.01,ESA_Q4,ESAImp_Q4,736.5,761.5
737,,20966652,chinese journal of intelligent science and technology,0.0,0.248,0.0,11.0,0.0,0.0,,-,,,,,Computer Science Applications,Artificial Intelligence; Computer Science Applications; Computer Science (miscellaneous),Computer Science,,,0.01,0.01,ESA_Q4,ESAImp_Q4,736.5,761.5
738,,"18479758, 18485030",medijske studije,0.0,0.0,0.167,7.0,0.0,0.0,,JQ4,Y,9,Null,Yes,,Communication (Q3); Computer Science Applications (Q4),Computer Science; Social Sciences,,Computer Science Applications,0.0083333333333333,0.015,ESA_Q4,ESAImp_Q4,743.5,748.5
739,,25697692,fabriksoftware,0.1,0.156,0.113,2.0,0.0,0.0,PQ4,JQ4,Y,3,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Software (Q4),"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering",,Computer Science Applications,0.0083333333333333,0.025,ESA_Q4,ESAImp_Q4,743.5,719.0
740,,7175000,clei eletronic journal (cleiej),0.0,0.381,0.0,3.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computational Mathematics; Computer Science Applications; Computer Science (miscellaneous); Theoretical Computer Science,Computer Science; Mathematics,,Computer Science Applications,0.0083333333333333,0.05,ESA_Q4,ESAImp_Q3,743.5,540.5
741,,23013699,journal of image and graphics(united kingdom),0.8,0.0,0.0,7.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Graphics and Computer-Aided Design; Computer Science Applications; Computer Vision and Pattern Recognition,Computer Science,,Computer Science Applications,0.0083333333333333,0.05,ESA_Q4,ESAImp_Q3,743.5,540.5
742,,"21561826, 21561834",international journal of cloud applications and computing,0.9,0.0,0.0,8.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction,Computer Science,,Computer Science Applications,0.0083333333333333,0.05,ESA_Q4,ESAImp_Q3,743.5,540.5
743,,"20789181, 20789599",spiiras proceedings,0.0,0.0,0.267,0.0,0.0,0.0,,-,,,,,Computer Science Applications,Applied Mathematics (Q3); Computer Networks and Communications (Q3); Control and Systems Engineering (Q3); Artificial Intelligence (Q4),Computer Science; Engineering; Mathematics,,,0.0083333333333333,0.0083333333333333,ESA_Q4,ESAImp_Q4,743.5,766.0
744,,,journal of technology in behavioral science,0.0,0.407,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0083333333333333,0.0083333333333333,ESA_Q4,ESAImp_Q4,743.5,766.0
745,,"2299856X, 22998470",journal of language modelling,0.2,0.0,0.139,3.0,0.0,0.0,PQ3,JQ4,Y,3,Null,Yes,Computer Science Applications,Linguistics and Language (Q3); Computer Science Applications (Q4); Modeling and Simulation (Q4),Computer Science; Mathematics; Social Sciences,,Computer Science Applications,0.0083333333333333,0.015,ESA_Q4,ESAImp_Q4,743.5,748.5
746,,"07180764, 07168756",informacion tecnologica (discontinued),0.0,0.0,0.0,17.0,0.0,0.0,,-,,,,,,"Agricultural and Biological Sciences (miscellaneous); Business, Management and Accounting (miscellaneous); Chemical Engineering (miscellaneous); Chemistry (miscellaneous); Computer Science Applications; Computer Science (miscellaneous); Energy (miscellaneous); Food Science; Geotechnical Engineering and Engineering Geology; Industrial and Manufacturing Engineering; Materials Science (miscellaneous); Multidisciplinary; Strategy and Management","Agricultural and Biological Sciences; Business, Management and Accounting; Chemical Engineering; Chemistry; Computer Science; Earth and Planetary Sciences; Energy; Engineering; Materials Science; Multidisciplinary",,,0.0083333333333333,0.0083333333333333,ESA_Q4,ESAImp_Q4,743.5,766.0
747,,"08950849, 26400677",journal of forensic document examination,0.0,0.169,0.122,3.0,0.0,0.0,,JQ4,Y,4,Null,Yes,Computer Science Applications,Arts and Humanities (miscellaneous) (Q3); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4),Arts and Humanities; Computer Science; Neuroscience,,Computer Science Applications,0.0083333333333333,0.015,ESA_Q4,ESAImp_Q4,743.5,748.5
748,,,acm transactions on internet of things,0.0,0.381,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
749,,,medcomm,0.0,0.384,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
750,,,international journal of electrical engineering and technology,0.0,0.352,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
751,,,international journal of engineering and advanced technology,0.0,0.345,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
752,,13465597,nii technical reports,0.0,0.0,0.13,6.0,0.0,0.0,,JQ4,Y,3,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Information Systems (Q4),Computer Science,,Computer Science Applications,0.0066666666666666,0.0133333333333333,ESA_Q4,ESAImp_Q4,754.5,753.5
753,,,innovative biosystems and bioengineering,0.0,0.389,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
754,,,informacion tecnologica,0.0,0.392,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
755,,"24095508, 22187987",international journal of mathematics and physics,0.0,0.247,0.0,2.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Science Applications; Mathematics (miscellaneous); Physics and Astronomy (miscellaneous),Computer Science; Mathematics; Physics and Astronomy,,Computer Science Applications,0.0066666666666666,0.0483333333333333,ESA_Q4,ESAImp_Q3,754.5,551.0
756,,26672375,cell reports methods,0.6,0.0,0.0,8.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,"Biochemistry; Biochemistry, Genetics and Molecular Biology (miscellaneous); Biotechnology; Computer Science Applications; Genetics; Radiology, Nuclear Medicine and Imaging","Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine",,Computer Science Applications,0.0066666666666666,0.0483333333333333,ESA_Q4,ESAImp_Q3,754.5,551.0
757,,1720898X,mondo digitale,0.1,0.004,0.106,8.0,0.0,0.0,PQ4,JQ4,Y,3,Null,Yes,Computer Science Applications,Media Technology (Q3); Computer Science Applications (Q4); Information Systems (Q4),Computer Science; Engineering,,Computer Science Applications,0.0066666666666666,0.0233333333333333,ESA_Q4,ESAImp_Q4,754.5,725.5
758,,25190792,video-assisted thoracic surgery,0.1,0.053,0.113,3.0,0.0,0.0,PQ4,JQ4,Y,2,Null,Yes,Computer Science Applications,Computer Science Applications (Q4); Pulmonary and Respiratory Medicine (Q4); Surgery (Q4),Computer Science; Medicine,,Computer Science Applications,0.0066666666666666,0.0233333333333333,ESA_Q4,ESAImp_Q4,754.5,725.5
759,,,international journal of management,0.0,0.352,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0066666666666666,0.0066666666666666,ESA_Q4,ESAImp_Q4,754.5,771.0
760,,25783432,journal of sound and music in games,0.0,0.208,0.0,2.0,0.0,0.0,,-,,,,,Computer Science Applications,Computer Science Applications; Music,Arts and Humanities; Computer Science,,,0.005,0.005,ESA_Q4,ESAImp_Q4,763.5,776.5
761,,,international journal of computational intelligence in control,0.0,0.265,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.005,0.005,ESA_Q4,ESAImp_Q4,763.5,776.5
762,,22544496,caracteres,0.0,0.024,0.108,2.0,0.0,0.0,,JQ4,Y,2,Null,Yes,Computer Science Applications,Arts and Humanities (miscellaneous) (Q4); Communication (Q4); Computer Science Applications (Q4); Education (Q4); Linguistics and Language (Q4),Arts and Humanities; Computer Science; Social Sciences,,Computer Science Applications,0.005,0.0116666666666666,ESA_Q4,ESAImp_Q4,763.5,757.0
763,,"19740042, 19740050",musica tecnologia,0.2,0.0,0.102,1.0,0.0,0.0,PQ3,JQ4,,,,,Computer Science Applications,Music (Q3); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4),Arts and Humanities; Computer Science; Engineering,,,0.005,0.0116666666666666,ESA_Q4,ESAImp_Q4,763.5,757.0
764,,"23928956, 1454864X",scientific bulletin of naval academy (discontinued),0.0,0.0,0.134,2.0,0.0,0.0,,JQ4,,,,,,Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Instrumentation (Q4); Management Science and Operations Research (Q4); Mechanical Engineering (Q4); Modeling and Simulation (Q4); Ocean Engineering (Q4),Computer Science; Decision Sciences; Engineering; Mathematics; Physics and Astronomy,,,0.005,0.0116666666666666,ESA_Q4,ESAImp_Q4,763.5,757.0
765,,26885255,journal of social computing,0.0,0.083,0.0,6.0,0.0,0.0,,-,,,,,Computer Science Applications,Communication; Computer Networks and Communications; Computer Science Applications; Information Systems,Computer Science; Social Sciences,,,0.005,0.005,ESA_Q4,ESAImp_Q4,763.5,776.5
766,,26672952,high-confidence computing,0.0,0.0,0.0,5.0,0.0,0.0,,-,,,,,Computer Science Applications,Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Hardware and Architecture; Software,Computer Science,,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
767,,,fusion: practice and applications,0.0,0.152,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
768,,"20456301, 20456298",moving image review and art journal,0.1,0.0,0.101,1.0,0.0,0.0,PQ4,JQ4,Y,1,Null,Yes,Computer Science Applications,Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Visual Arts and Performing Arts (Q4),Arts and Humanities; Computer Science,,Computer Science Applications,0.0033333333333333,0.02,ESA_Q4,ESAImp_Q4,771.5,734.5
769,,25304895,"revista internacional de tecnologia, ciencia y sociedad",0.0,0.0,0.103,0.0,0.0,0.0,,JQ4,Y,1,Null,Yes,Computer Science Applications,Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4),Computer Science,,Computer Science Applications,0.0033333333333333,0.01,ESA_Q4,ESAImp_Q4,771.5,761.5
770,,26891808,ieee transactions on quantum engineering,0.0,0.0,0.0,7.0,0.0,0.0,,-,Y,1,Null,Yes,Computer Science Applications,Computer Science Applications; Computer Science (miscellaneous); Condensed Matter Physics; Electrical and Electronic Engineering; Engineering (miscellaneous); Mechanical Engineering; Software,Computer Science; Engineering; Physics and Astronomy,,Computer Science Applications,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
771,,,journal of bio-x research,0.0,0.149,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
772,,,journal of autonomous intelligence,0.0,0.153,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
773,,23656271,3d printing in medicine,0.0,0.0,0.13,0.0,0.0,0.0,,JQ4,Y,2,Null,Yes,Computer Science Applications,"Biomedical Engineering (Q4); Computer Science Applications (Q4); Radiology, Nuclear Medicine and Imaging (Q4)",Computer Science; Engineering; Medicine,,Computer Science Applications,0.0033333333333333,0.01,ESA_Q4,ESAImp_Q4,771.5,761.5
774,,,trends in bioinformatics,0.0,0.2,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
775,,26667649,data science and management,0.0,0.0,0.0,7.0,0.0,0.0,,-,,,,,Computer Science Applications,Artificial Intelligence; Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management Science and Operations Research,"Business, Management and Accounting; Computer Science; Decision Sciences",,,0.0033333333333333,0.0033333333333333,ESA_Q4,ESAImp_Q4,771.5,782.0
776,,26959933,"techno review. international technology, science and society review / revista internacional de tecnologÃÂ£ÃÂ­a, ciencia y sociedad",0.0,0.0,0.0,3.0,0.0,0.0,,-,,,,,,Computer Networks and Communications; Computer Science Applications; Information Systems,Computer Science,,,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
777,,"19479328, 19479336",international journal of operations research and information systems,0.0,0.0,0.0,2.0,0.0,0.0,,-,Y,1,Null,Yes,Computer Science Applications,Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems,"Business, Management and Accounting; Computer Science; Decision Sciences",,Computer Science Applications,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
778,,,"modelling, measurement and control a",0.0,0.107,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
779,,,computer methods in materials science,0.0,0.113,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
780,,,"modelling, measurement and control c",0.0,0.091,0.0,0.0,0.0,0.0,,,,,,,Computer Science Applications,,,,,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
781,,9748571,international journal of computational intelligence in control (discontinued),0.0,0.0,0.0,4.0,0.0,0.0,,-,,,,,,Artificial Intelligence; Biotechnology; Computational Mechanics; Computer Science Applications; Information Systems and Management,"Biochemistry, Genetics and Molecular Biology; Computer Science; Decision Sciences; Engineering",,,0.0016666666666666,0.0016666666666666,ESA_Q4,ESAImp_Q4,783.0,788.5
782,,,"techno review. international technology, science and society review / revista internacional de tecnologÃÂ­a, ciencia y sociedad",0.4,0.0,0.0,0.0,0.0,0.0,PQ4,,,,,,Computer Science Applications,,,,,0.0016666666666666,0.0433333333333333,ESA_Q4,ESAImp_Q3,783.0,587.0
783,,"16666046, 16666038",journal of computer science and technology(argentina),0.1,0.0,0.0,3.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Artificial Intelligence; Computer Science Applications; Computer Science (miscellaneous); Computer Vision and Pattern Recognition; Hardware and Architecture; Software,Computer Science,,Computer Science Applications,0.0016666666666666,0.0433333333333333,ESA_Q4,ESAImp_Q3,783.0,587.0
784,,"19437536, 19437544",pacific asia journal of the association for information systems,0.1,0.0,0.0,4.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Computer Science Applications; Human-Computer Interaction; Information Systems; Information Systems and Management; Management Information Systems,"Business, Management and Accounting; Computer Science; Decision Sciences",,Computer Science Applications,0.0016666666666666,0.0433333333333333,ESA_Q4,ESAImp_Q3,783.0,587.0
785,,"20083076, 20082045",isecure,0.1,0.0,0.0,2.0,0.0,0.0,PQ4,-,Y,1,Null,Yes,Computer Science Applications,Applied Mathematics; Computational Mathematics; Computational Theory and Mathematics; Computer Science Applications; Information Systems; Software,Computer Science; Mathematics,,Computer Science Applications,0.0016666666666666,0.0433333333333333,ESA_Q4,ESAImp_Q3,783.0,587.0
